지역,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
경기 의정부시,131132,의정부1동,2016071211,0.003,0.3,0.025,0.022,43,42,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071212,0.003,0.3,0.042,0.017,37,19,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071213,0.004,0.3,0.067,0.009,38,18,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071214,0.004,0.3,0.079,0.009,27,23,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071215,0.005,0.3,0.086,0.017,32,14,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071216,0.006,0.4,0.113,0.02,48,31,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071217,0.006,0.3,0.112,0.017,59,41,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071218,0.007,0.4,0.073,0.02,51,40,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071219,0.008,0.4,0.042,0.025,41,22,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071220,0.005,0.3,0.033,0.019,38,25,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071221,0.005,0.2,0.017,0.022,34,18,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071222,0.005,0.3,0.007,0.026,22,13,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071223,0.004,0.2,0.007,0.021,26,12,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071224,0.005,0.3,0.005,0.022,23,7,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071301,0.005,0.2,0.004,0.019,28,7,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071302,0.005,0.2,0.004,0.017,21,11,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071303,0.004,0.2,0.004,0.015,27,11,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071304,0.005,0.2,0.004,0.014,19,10,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071305,0.005,0.3,0.003,0.015,15,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071306,0.004,0.3,0.003,0.014,23,14,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071307,0.005,0.3,0.004,0.015,28,19,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071308,0.005,0.3,0.005,0.017,32,22,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071309,0.004,0.3,0.009,0.02,34,20,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071310,0.004,0.3,0.016,0.02,31,16,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071311,0.003,0.2,0.028,0.011,32,12,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071312,0.003,0.2,0.034,0.01,32,14,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071313,0.003,0.2,0.037,0.01,22,15,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071314,0.003,0.2,0.037,0.009,29,13,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071315,0.003,0.2,0.047,0.01,30,14,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071316,0.003,0.2,0.044,0.011,33,18,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071317,0.003,0.2,0.036,0.01,38,16,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071318,0.003,0.2,0.032,0.01,28,16,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071319,0.003,0.2,0.029,0.011,32,16,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071320,0.003,0.2,0.025,0.013,32,17,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071321,0.003,0.3,0.019,0.016,34,14,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071322,0.003,0.3,0.01,0.023,36,17,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071323,0.003,0.3,0.009,0.023,23,19,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071324,0.004,0.2,0.01,0.019,29,16,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071401,0.004,0.2,0.012,0.016,32,13,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071402,0.004,0.2,0.012,0.014,16,8,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071403,0.004,0.2,0.01,0.016,29,14,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071404,0.004,0.2,0.014,0.011,31,22,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071405,0.003,0.2,0.017,0.009,33,22,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071406,0.003,0.2,0.014,0.012,28,20,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071407,0.003,0.3,0.01,0.017,34,20,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071408,0.003,0.3,0.022,0.011,32,18,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071409,0.003,0.3,0.031,0.008,36,23,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071410,0.003,0.3,0.04,0.007,39,19,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071411,0.003,0.3,0.046,0.009,30,16,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071412,0.003,0.2,0.052,0.007,31,15,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071413,0.003,0.2,0.057,0.007,21,8,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071414,0.003,0.2,0.052,0.009,20,9,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071415,0.003,0.2,0.046,0.01,34,15,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071416,0.003,0.2,0.048,0.007,20,8,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071417,0.003,0.2,0.052,0.007,18,5,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071418,0.003,0.2,0.048,0.011,9,1,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071419,0.003,0.2,0.039,0.017,13,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071420,0.003,0.3,0.036,0.02,13,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071421,0.003,0.3,0.025,0.027,11,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071422,0.003,0.4,0.004,0.041,16,2,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071423,0.003,0.4,0.003,0.039,14,7,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071424,0.003,0.3,0.013,0.029,23,4,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071501,0.003,0.2,0.035,0.008,17,2,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071502,0.003,0.2,0.039,0.005,13,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071503,0.003,0.2,0.034,0.008,13,3,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071504,0.003,0.2,0.022,0.012,13,7,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071505,0.003,0.2,0.02,0.012,21,6,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071506,0.003,0.3,0.007,0.023,16,5,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071507,0.003,0.3,0.004,0.027,16,3,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071508,0.003,0.3,0.005,0.029,24,5,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071509,0.003,0.3,0.018,0.019,39,9,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071510,0.003,0.2,0.03,0.01,22,12,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071511,0.003,0.2,0.036,0.007,17,8,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071512,0.003,0.2,0.038,0.007,20,8,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071513,0.003,0.2,0.04,0.007,17,5,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071514,0.003,0.2,0.039,0.008,15,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071515,0.003,0.2,0.042,0.008,14,3,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071516,0.003,0.2,0.046,0.007,10,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071517,0.003,0.2,0.047,0.008,14,7,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071518,0.003,0.2,0.043,0.011,25,6,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071519,0.003,0.3,0.022,0.028,13,6,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071520,0.003,0.3,0.017,0.025,25,9,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071521,0.003,0.3,0.013,0.025,24,9,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071522,0.003,0.3,0.019,0.017,24,17,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071523,0.003,0.3,0.017,0.017,23,11,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071524,0.003,0.3,0.016,0.016,14,8,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071601,0.003,0.2,0.027,0.006,12,8,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071602,0.003,0.2,0.028,0.004,16,8,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071603,0.003,0.2,0.03,0.004,14,5,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071604,0.003,0.2,0.032,0.003,13,7,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071605,0.003,0.2,0.03,0.004,17,4,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071606,0.003,0.2,0.029,0.006,12,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071607,0.003,0.2,0.025,0.01,13,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071608,0.003,0.2,0.02,0.014,8,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071609,0.003,0.2,0.018,0.016,12,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071610,0.003,0.3,0.019,0.015,10,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071611,0.003,0.3,0.018,0.016,4,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071612,0.003,0.3,0.017,0.016,7,2,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071613,0.003,0.3,0.021,0.013,13,1,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071614,0.003,0.2,0.022,0.012,9,2,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071615,0.003,0.2,0.022,0.011,7,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071616,0.003,0.2,0.019,0.012,7,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071617,0.003,0.2,0.016,0.015,5,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071618,0.003,0.2,0.016,0.014,7,1,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071619,0.003,0.3,0.015,0.014,8,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071620,0.003,0.3,0.015,0.013,9,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071621,0.003,0.3,0.015,0.013,9,1,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071622,0.003,0.3,0.014,0.014,14,1,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071623,0.003,0.3,0.018,0.011,11,1,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071624,0.003,0.3,0.02,0.01,11,1,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071701,0.003,0.3,0.022,0.008,8,4,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071702,0.003,0.3,0.028,0.007,3,2,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071703,0.003,0.2,0.024,0.005,4,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071704,0.003,0.2,0.022,0.004,6,4,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071705,0.003,0.2,0.021,0.005,5,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071706,0.003,0.2,0.019,0.007,14,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071707,0.003,0.2,0.018,0.009,9,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071708,0.003,0.2,0.018,0.012,13,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071709,0.003,0.2,0.017,0.015,10,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071710,0.003,0.3,0.018,0.015,11,3,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071711,0.003,0.3,0.019,0.016,15,7,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071712,0.003,0.3,0.021,0.014,14,8,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071713,0.003,0.3,0.022,0.014,11,4,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071714,0.003,0.3,0.026,0.013,23,4,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071715,0.003,0.3,0.03,0.013,19,15,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071716,0.003,0.3,0.029,0.015,29,13,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071717,0.003,0.3,0.023,0.018,,20,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071718,0.004,0.3,0.026,0.018,35,15,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071719,0.004,0.3,0.022,0.021,24,14,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071720,0.004,0.3,0.02,0.02,36,16,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071721,0.004,0.3,0.014,0.019,34,21,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071722,0.003,0.3,0.016,0.016,28,12,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071723,0.003,0.3,0.015,0.015,27,12,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071724,0.004,0.3,0.013,0.016,30,14,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071801,0.003,0.4,0.01,0.016,27,11,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071802,0.003,0.3,0.01,0.015,27,23,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071803,0.003,0.3,0.01,0.014,14,12,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071804,0.003,0.3,0.011,0.012,14,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071805,0.003,0.3,0.014,0.01,22,12,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071806,0.004,0.3,0.007,0.015,21,14,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071807,0.004,0.4,0.005,0.017,34,18,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071808,0.004,0.4,0.008,0.016,29,22,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071809,0.004,0.3,0.015,0.012,38,27,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071810,0.003,0.3,0.022,0.009,33,22,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071811,0.003,0.3,0.023,0.009,24,10,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071812,0.003,0.2,0.031,0.006,21,12,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071813,0.003,0.2,0.039,0.006,29,14,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071814,0.003,0.2,0.046,0.006,27,10,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071815,0.003,0.2,0.051,0.01,33,12,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071816,0.003,0.3,0.049,0.014,29,20,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071817,0.004,0.3,0.047,0.016,29,18,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071818,0.003,0.3,0.046,0.014,43,20,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071819,0.003,0.3,0.041,0.014,32,17,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071820,0.003,0.3,0.03,0.019,31,15,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071821,0.003,0.3,0.023,0.017,30,10,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071822,0.003,0.3,0.017,0.02,27,9,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071823,0.004,0.3,0.005,0.025,31,12,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071824,0.004,0.3,0.006,0.021,41,19,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071901,0.004,0.3,0.004,0.019,37,17,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071902,0.005,0.3,0.007,0.016,35,13,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071903,0.004,0.3,0.004,0.015,36,15,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071904,0.004,0.3,0.004,0.012,28,13,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071905,0.004,0.3,0.003,0.012,38,18,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071906,0.005,0.4,0.003,0.014,34,17,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071907,0.003,0.4,0.004,0.016,43,22,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071908,0.003,0.4,0.006,0.017,50,31,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071909,0.003,0.4,0.01,0.018,48,34,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071910,0.003,0.3,0.026,0.015,37,26,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071911,0.003,0.3,0.048,0.011,32,19,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071912,0.003,0.3,0.065,0.009,32,18,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071913,,,,,,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071914,,,,,,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071915,0.002,0.3,0.082,0.008,,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071916,0.002,0.3,0.09,0.01,,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071917,0.002,0.3,0.083,0.012,20,9,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071918,0.002,0.3,0.078,0.015,27,13,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071919,0.002,0.3,0.066,0.024,23,13,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071920,0.003,0.3,0.036,0.034,25,14,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071921,0.003,0.4,0.013,0.042,32,15,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071922,0.004,0.4,0.006,0.042,41,15,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071923,0.003,0.4,0.004,0.038,39,29,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016071924,0.003,0.4,0.003,0.034,43,22,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072001,0.003,0.4,0.003,0.031,38,20,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072002,0.003,0.4,0.003,0.028,35,27,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072003,0.003,0.4,0.004,0.023,34,23,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072004,0.003,0.3,0.006,0.019,32,21,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072005,0.003,0.3,0.005,0.018,39,22,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072006,0.003,0.3,0.005,0.02,37,20,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072007,0.003,0.4,0.005,0.022,37,26,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072008,0.003,0.4,0.007,0.026,37,24,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072009,0.003,0.3,0.016,0.022,31,27,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072010,0.002,0.3,0.036,0.012,23,17,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072011,0.002,0.3,0.047,0.013,24,6,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072012,0.002,0.3,0.064,0.012,20,13,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072013,0.002,0.3,0.076,0.007,28,20,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072014,0.002,0.3,0.08,0.007,24,10,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072015,0.002,0.3,0.08,0.007,25,13,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072016,0.002,0.3,0.081,0.008,26,16,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072017,0.002,0.3,0.079,0.012,23,18,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072018,0.002,0.3,0.072,0.016,31,9,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072019,0.002,0.3,0.058,0.021,26,13,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072020,0.002,0.3,0.041,0.028,23,13,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072021,0.002,0.4,0.026,0.034,35,16,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072022,0.002,0.4,0.013,0.042,32,18,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072023,0.002,0.4,0.014,0.039,,20,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072024,0.002,0.3,0.029,0.02,44,17,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072101,0.002,0.3,0.027,0.017,24,21,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072102,0.003,0.3,0.025,0.014,29,15,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072103,0.003,0.3,0.028,0.011,24,13,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072104,0.002,0.2,0.032,0.008,26,13,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072105,0.002,0.2,0.032,0.008,16,9,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072106,0.002,0.2,0.028,0.009,17,7,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072107,0.002,0.3,0.02,0.015,13,3,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072108,0.002,0.3,0.016,0.019,26,2,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072109,0.002,0.3,0.02,0.016,22,9,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072110,0.002,0.3,0.022,0.016,25,9,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072111,0.002,0.3,0.028,0.015,28,5,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072112,0.002,0.3,0.036,0.015,18,6,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072113,0.002,0.3,0.05,0.013,22,7,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072114,0.002,0.3,0.066,0.012,25,8,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072115,0.002,0.3,0.074,0.011,29,15,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072116,0.002,0.3,0.077,0.011,25,24,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072117,0.002,0.3,0.078,0.012,33,15,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072118,0.002,0.3,0.07,0.015,25,14,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072119,0.002,0.3,0.06,0.018,30,15,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072120,0.002,0.3,0.048,0.028,29,14,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072121,0.002,0.4,0.034,0.035,24,16,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072122,0.002,0.4,0.026,0.035,35,16,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072123,0.002,0.4,0.015,0.047,33,21,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072124,0.003,0.4,0.023,0.039,39,19,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072201,0.002,0.4,0.025,0.033,37,30,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072202,0.002,0.3,0.029,0.021,32,19,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072203,0.003,0.3,0.034,0.011,36,15,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072204,0.003,0.3,0.031,0.01,29,16,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072205,0.003,0.2,0.033,0.009,23,11,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072206,0.002,0.3,0.026,0.013,22,12,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072207,0.002,0.3,0.016,0.024,31,11,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072208,0.002,0.3,0.019,0.021,23,7,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072209,0.003,0.3,0.026,0.016,25,10,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072210,0.002,0.3,0.029,0.017,23,11,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072211,0.002,0.3,0.039,0.016,24,12,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072212,0.002,0.3,0.057,0.013,26,12,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072213,0.002,0.3,0.071,0.011,30,18,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072214,0.002,0.3,0.088,0.011,31,17,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072215,0.002,0.3,0.095,0.013,29,24,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072216,0.002,0.3,0.097,0.012,40,28,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072217,0.002,0.3,0.093,0.014,32,17,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072218,0.002,0.3,0.082,0.017,32,21,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072219,0.003,0.3,0.065,0.024,36,18,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016072220,0.003,0.3,0.041,0.028,40,21,경기 의정부시 의정부1동
