지역,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
경기 의정부시,131132,의정부1동,2016010101,0.006,1.4,0.002,0.045,117,104,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010102,0.006,1.4,0.002,0.04,114,94,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010103,0.005,1.2,0.002,0.034,114,93,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010104,0.005,1.1,0.002,0.031,108,87,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010105,0.005,1.2,0.002,0.031,111,88,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010106,0.004,1.2,0.002,0.03,112,94,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010107,0.004,1.2,0.002,0.035,115,100,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010108,0.004,1.2,0.002,0.035,126,110,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010109,0.004,1.2,0.002,0.034,138,110,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010110,0.006,1.3,0.003,0.038,126,100,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010111,0.007,1.3,0.004,0.044,130,113,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010112,0.007,1.2,0.004,0.046,138,115,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010113,0.007,1.1,0.004,0.049,132,110,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010114,0.007,0.8,0.009,0.039,122,105,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010115,0.006,0.6,0.011,0.034,78,63,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010116,0.006,0.6,0.011,0.034,61,50,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010117,0.006,0.7,0.003,0.046,64,47,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010118,0.007,0.8,0.002,0.049,76,48,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010119,0.007,0.8,0.002,0.049,70,52,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010120,0.007,0.8,0.002,0.047,73,63,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010121,0.007,0.9,0.002,0.047,79,61,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010122,0.006,0.8,0.002,0.044,82,60,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010123,0.006,0.8,0.002,0.045,83,69,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010124,0.006,0.8,0.002,0.042,82,72,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010201,0.007,0.9,0.002,0.045,79,67,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010202,0.007,0.8,0.002,0.04,84,64,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010203,0.007,0.8,0.002,0.039,68,56,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010204,0.007,0.8,0.002,0.038,66,56,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010205,0.008,0.9,0.002,0.04,62,49,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010206,0.008,0.9,0.002,0.04,62,46,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010207,0.007,0.8,0.002,0.04,60,42,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010208,0.007,0.8,0.002,0.041,57,40,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010209,0.007,0.9,0.002,0.044,57,47,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010210,0.007,0.9,0.003,0.042,62,51,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010211,0.007,0.7,0.006,0.038,67,53,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010212,0.007,0.6,0.009,0.034,70,52,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010213,0.006,0.6,0.009,0.036,72,47,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010214,0.006,0.6,0.009,0.037,69,56,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010215,0.007,0.6,0.008,0.04,76,52,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010216,0.007,0.7,0.006,0.044,80,52,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010217,0.007,0.8,0.004,0.051,79,60,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010218,0.008,1,0.003,0.06,86,61,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010219,0.01,1.4,0.002,0.067,90,58,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010220,0.009,1.4,0.002,0.065,102,64,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010221,0.008,1.3,0.002,0.059,97,65,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010222,0.007,1.3,0.002,0.056,95,73,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010223,0.008,1.3,0.002,0.056,100,77,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010224,0.008,1.4,0.002,0.053,97,75,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010301,0.007,1.3,0.002,0.047,90,70,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010302,0.006,1.3,0.002,0.042,89,69,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010303,0.006,1.3,0.002,0.036,90,70,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010304,0.006,1.3,0.002,0.034,84,67,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010305,0.005,1.2,0.002,0.03,88,67,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010306,0.005,1.2,0.002,0.029,80,56,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010307,0.004,1.1,0.002,0.029,79,60,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010308,0.004,1.2,0.002,0.03,90,62,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010309,0.006,1.4,0.002,0.037,107,71,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010310,0.006,1.3,0.002,0.039,121,86,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010311,0.006,1.1,0.003,0.037,110,86,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010312,0.007,1,0.004,0.041,104,82,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010313,0.008,0.9,0.007,0.048,113,99,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010314,0.008,0.7,0.019,0.041,125,104,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010315,0.01,0.7,0.029,0.035,130,100,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010316,0.01,0.7,0.027,0.041,140,109,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010317,0.01,0.8,0.023,0.046,158,114,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010318,0.009,0.9,0.011,0.058,162,132,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010319,0.009,1,0.003,0.064,171,141,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010320,0.008,1.3,0.002,0.064,176,141,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010321,0.006,1.1,0.002,0.056,182,150,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010322,0.006,1.1,0.003,0.05,191,159,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010323,0.005,1,0.005,0.046,184,152,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010324,0.006,0.9,0.009,0.046,175,145,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010401,0.006,0.9,0.032,0.025,176,142,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010402,0.009,0.9,0.037,0.021,187,147,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010403,0.007,0.9,0.029,0.024,206,162,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010404,0.008,0.8,0.04,0.017,198,159,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010405,0.007,0.7,0.041,0.012,198,160,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010406,0.007,0.8,0.035,0.013,174,134,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010407,0.006,0.7,0.029,0.018,150,122,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010408,0.006,0.9,0.007,0.041,134,111,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010409,0.007,0.9,0.011,0.033,154,126,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010410,0.007,0.7,0.016,0.025,134,106,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010411,0.007,0.5,0.024,0.018,107,79,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010412,0.005,0.4,0.03,0.014,71,51,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010413,0.005,0.4,0.032,0.012,47,35,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010414,0.004,0.3,0.033,0.012,35,25,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010415,0.004,0.3,0.033,0.012,28,19,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010416,0.004,0.3,0.032,0.013,27,7,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010417,0.005,0.4,0.028,0.017,32,12,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010418,,,,,,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010419,,,,,,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010420,0.004,0.4,0.018,0.022,,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010421,0.004,0.4,0.022,0.017,,,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010422,0.004,0.4,0.023,0.016,26,21,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010423,0.004,0.4,0.023,0.014,24,20,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010424,0.005,0.4,0.02,0.016,27,26,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010501,0.005,0.4,0.02,0.015,32,22,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010502,0.005,0.4,0.024,0.01,34,25,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010503,0.005,0.4,0.02,0.013,35,21,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010504,0.006,0.4,0.02,0.012,38,25,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010505,0.006,0.4,0.019,0.014,39,28,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010506,0.006,0.4,0.016,0.018,37,29,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010507,0.006,0.5,0.007,0.029,36,25,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010508,0.006,0.6,0.002,0.036,49,29,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010509,0.006,0.6,0.004,0.035,59,34,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010510,0.006,0.5,0.01,0.027,58,36,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010511,0.005,0.3,0.023,0.012,51,28,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010512,0.005,0.3,0.025,0.01,33,24,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010513,0.005,0.3,0.029,0.008,35,13,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010514,0.005,0.3,0.03,0.009,41,14,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010515,0.005,0.3,0.031,0.009,31,15,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010516,0.006,0.3,0.031,0.01,31,18,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010517,0.007,0.4,0.024,0.018,43,22,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010518,0.007,0.4,0.02,0.023,49,24,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010519,0.007,0.4,0.017,0.026,55,24,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010520,0.007,0.5,0.009,0.035,50,26,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010521,0.009,0.5,0.007,0.036,59,30,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010522,0.008,0.7,0.002,0.044,63,39,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010523,0.008,0.7,0.002,0.041,69,36,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010524,0.008,0.7,0.002,0.038,70,44,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010601,0.008,0.8,0.002,0.038,69,46,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010602,0.008,0.8,0.002,0.036,67,42,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010603,0.007,0.8,0.002,0.034,65,42,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010604,0.006,0.8,0.002,0.034,66,49,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010605,0.007,0.8,0.002,0.033,71,49,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010606,0.008,0.9,0.001,0.035,74,53,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010607,0.009,1,0.001,0.038,78,60,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010608,0.011,1.2,0.002,0.045,91,67,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010609,0.009,1,0.002,0.044,113,79,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010610,0.008,0.9,0.002,0.041,101,72,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010611,0.009,0.7,0.006,0.036,109,77,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010612,0.008,0.5,0.016,0.024,88,62,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010613,0.007,0.5,,0.024,63,41,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010614,0.007,0.4,,0.026,68,44,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010615,0.006,0.4,0.021,0.022,65,34,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010616,0.007,0.5,0.018,0.026,60,35,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010617,0.006,0.5,0.019,0.026,66,40,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010618,0.006,0.5,0.017,0.028,79,44,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010619,0.006,0.6,0.008,0.038,68,38,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010620,0.006,0.6,0.01,0.036,70,43,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010621,0.006,0.6,0.009,0.036,68,47,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010622,0.008,0.7,0.005,0.037,72,51,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010623,0.008,0.7,0.005,0.035,77,53,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010624,0.008,0.8,0.006,0.035,76,55,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010701,0.007,0.8,0.007,0.032,79,58,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010702,0.007,0.7,0.009,0.027,80,55,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010703,0.006,0.8,0.008,0.027,79,49,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010704,0.007,0.8,0.009,0.025,86,53,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010705,0.008,0.9,0.006,0.028,76,50,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010706,0.007,0.9,0.004,0.03,78,52,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010707,0.006,0.9,0.003,0.033,70,54,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010708,0.006,1.1,0.003,0.039,79,62,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010709,0.006,1.1,0.003,0.042,88,70,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010710,0.007,0.8,0.006,0.037,94,68,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010711,0.007,0.5,0.018,0.021,95,68,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010712,0.006,0.4,0.029,0.01,80,57,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010713,0.006,0.4,0.029,0.011,41,25,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010714,0.006,0.4,0.027,0.015,42,21,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010715,0.005,0.4,0.031,0.013,39,23,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010716,0.005,0.4,0.03,0.013,43,21,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010717,0.005,0.4,0.028,0.016,36,21,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010718,0.006,0.4,0.018,0.027,43,18,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010719,0.005,0.4,0.015,0.029,35,23,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010720,0.005,0.5,0.008,0.036,35,19,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010721,0.006,0.6,0.005,0.041,62,31,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010722,0.007,0.6,0.006,0.037,52,34,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010723,0.006,0.5,0.006,0.033,52,30,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010724,0.006,0.6,0.004,0.034,44,27,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010801,0.005,0.5,0.009,0.027,43,27,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010802,0.006,0.7,0.003,0.032,41,19,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010803,0.005,0.7,0.003,0.03,48,30,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010804,0.006,0.7,0.004,0.026,40,26,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010805,0.005,0.6,0.004,0.025,47,29,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010806,0.006,0.8,0.003,0.028,41,29,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010807,0.006,0.8,0.002,0.033,42,31,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010808,0.006,0.9,0.002,0.037,53,35,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010809,0.007,0.9,0.003,0.04,67,49,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010810,0.008,1,0.004,0.042,67,42,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010811,0.007,0.7,0.009,0.03,92,60,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010812,0.007,0.4,0.025,0.014,71,49,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010813,0.007,0.3,0.03,0.01,43,21,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010814,0.007,0.3,0.032,0.01,47,16,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010815,0.007,0.3,0.032,0.011,42,26,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010816,0.007,0.4,0.032,0.013,40,18,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010817,0.007,0.4,0.028,0.018,41,17,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010818,0.007,0.4,0.018,0.03,44,18,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010819,0.007,0.6,0.008,0.042,50,23,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010820,0.008,0.7,0.003,0.051,59,32,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010821,0.008,0.7,0.003,0.051,62,40,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010822,0.009,1,0.003,0.051,65,37,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010823,0.008,0.9,0.003,0.049,78,52,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010824,0.007,1,0.003,0.047,70,53,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010901,0.006,1,0.003,0.044,81,48,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010902,0.006,0.9,0.003,0.037,68,53,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010903,0.006,0.9,0.003,0.037,75,45,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010904,0.006,0.9,0.002,0.036,65,42,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010905,0.006,1,0.002,0.035,75,51,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010906,0.006,0.9,0.002,0.033,65,49,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010907,0.006,1.1,0.002,0.036,77,57,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010908,0.007,1.3,0.003,0.042,91,64,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010909,0.007,1.3,0.003,0.046,116,77,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010910,0.008,1.4,0.004,0.047,121,87,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010911,0.008,0.9,0.008,0.036,134,92,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010912,0.008,0.5,0.019,0.019,100,71,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010913,0.006,0.4,0.028,0.012,54,34,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010914,0.006,0.4,0.026,0.017,40,22,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010915,0.005,0.3,0.03,0.015,45,22,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010916,0.005,0.3,0.033,0.011,46,21,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010917,0.005,0.3,0.03,0.015,30,16,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010918,0.005,0.4,0.022,0.024,33,19,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010919,0.005,0.4,0.017,0.029,34,21,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010920,0.006,0.5,0.009,0.039,45,24,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010921,0.007,0.7,0.004,0.044,40,30,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010922,0.009,0.9,0.003,0.047,44,34,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010923,0.009,1,0.003,0.05,42,36,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016010924,0.008,0.9,0.003,0.045,51,35,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011001,0.009,1,0.003,0.044,51,30,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011002,0.008,1.1,0.003,0.041,50,37,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011003,0.007,0.9,0.003,0.038,51,39,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011004,0.006,0.8,0.003,0.036,45,28,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011005,0.007,0.8,0.003,0.035,44,33,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011006,0.007,0.9,0.003,0.034,56,34,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011007,0.009,0.9,0.003,0.033,52,36,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011008,0.008,0.9,0.003,0.033,60,46,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011009,0.008,1,0.004,0.036,62,43,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011010,0.008,0.8,0.009,0.028,81,65,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011011,0.007,0.5,0.027,0.013,75,60,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011012,0.005,0.3,0.034,0.008,49,30,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011013,0.005,0.3,0.036,0.008,26,6,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011014,0.006,0.3,0.037,0.008,27,18,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011015,0.005,0.3,0.039,0.008,30,12,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011016,0.005,0.3,0.038,0.01,35,15,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011017,0.005,0.4,0.033,0.015,32,19,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011018,0.006,0.4,0.027,0.022,36,16,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011019,0.006,0.4,0.028,0.02,37,22,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011020,0.006,0.5,0.018,0.031,32,21,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011021,0.007,0.6,0.014,0.034,50,32,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011022,0.007,0.5,0.02,0.027,49,30,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011023,0.006,0.4,0.024,0.022,48,34,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011024,0.006,0.4,0.019,0.025,37,25,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011101,0.006,0.5,0.016,0.026,38,19,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011102,0.005,0.5,0.02,0.02,43,25,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011103,0.005,0.4,0.026,0.012,41,22,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011104,0.006,0.5,0.022,0.015,36,25,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011105,0.006,0.5,0.021,0.016,41,19,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011106,0.006,0.6,0.009,0.028,40,24,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011107,0.006,0.8,0.003,0.038,47,30,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011108,0.005,0.7,0.003,0.037,68,40,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011109,0.006,0.8,0.003,0.042,69,37,경기 의정부시 의정부1동
경기 의정부시,131132,의정부1동,2016011110,0.007,0.7,0.006,0.037,72,50,경기 의정부시 의정부1동
