C_ID,CLASS_ID,CLASS_NAME,RECORD_STATE,CREATE_DATE,MODIFY_DATE,DC_IDENTIFIER,DC_TYPE,KEI_TITLEKOREA,KEI_TITLEENGLISH,KEI_ALTERNATIVETITLEKOREA,KEI_ALTERNATIVETITLEENGLISH,KEI_SERIESMAINTITLE,KEI_SERIESNUMBER,KEI_AUTHORKOREA,KEI_AUTHORENGLISH,KEI_COAUTHORKOREA,KEI_COAUTHORENGLISH,KEI_COPERATEMANAGERKOREA,KEI_COPERATEMANAGERENGLISH,KEI_COPERATEAGENT,KEI_PUBLISHER,KEI_PUBYEAR,KEI_AGENTNAME,KEI_RESEARCHAREA,DC_LANGUAGE,KEI_OPENMETA,KEI_OPENIMAGE,KEI_TOTALPAGECOUNT,KEI_KEYWORDKOREA,KEI_KEYWORDENGLISH,SERVICE_URI
645369,6,수시연구,u,19960206,20120116,A 환1185 1995 WO-04,수시연구,우리나라 환경관련 예산정책의 개선방안,Evaluation of Korea's Environmental Budget Policy and Future Outlook,,,정책보고서,,곽태원,"Kwak,Tae-won",김홍균,"Kim,Hong-Kyun",,,,한국환경기술개발원,19950101,,정책일반,한국어,,,65p.,,Environmental budget/ Environmental expenditure,http://library.kei.re.kr/dmme/img/001/003/001/[95_정책]WO-04환경예산정책(곽태원).pdf
645650,4,기본연구,u,19960109,20120113,A 환1185 1995 RE-13,기본연구,산업별 공업용수의 수요·수량·수질현황파악 및 재이용에 따른 제반문제 검토에 관한 연구,Study on the Recycling of Industrial Wastewater,염색산업을 중심으로,,,,박원규,"Park, Won-Kyou",이상일,"Lee, Sang-il",,,,한국환경기술개발원,19951230,,물환경,한국어,,,"vi, 93p.",,Industrial wastewater/ Dying industry/ Water treatment/ Wastewater reuse,http://library.kei.re.kr/dmme/img/001/003/001/[95_RE13]산업별공업용수현황파악및재이용(박원규).pdf
645651,4,기본연구,u,19960109,20120113,A 환1185 1995 RE-15,기본연구,종합환경정보망 개발사업(Ⅲ),Study on the Development of a Korea Environmental Information Network System (Ⅲ),연구업무 지원을 위한 실험적 환경정보시스템 구현에 관한 연구,,,,이용주,"Lee, Yong-joo",정은화,,,,,한국환경기술개발원,19951230,,정책일반,한국어,,,"iv, 96p.",,Environmental information/ Geographic information system,http://library.kei.re.kr/dmme/img/001/003/001/[95_RE15]종합환경정보망개발사업(III)(이용주).pdf
648280,12,기타보고서,u,19970502,20120116,A 환1185 1997-1,기타보고서,「지방의제21」 모델 개발연구,,,,,,정회성,Jeong Hoe-Seong,"강철구,전성우,김선희",,,,,한국환경기술개발원,19970405,,정책일반,한국어,,,"v, 285p.",,Sustainable development,http://library.kei.re.kr/dmme/img/001/003/001/[97_수탁]지방의제21(정회성)1.pdf
648363,9,기술현황보고서,n,19950127,20111114,A 환1185 1993 AR-03,기술현황보고서,오염지표생물을 이용한 연안환경관리,,,,,,박원규,,,,,,,한국환경기술개발원,1993,,물환경,,,,23p. ;,,,http://library.kei.re.kr/dmme/img/001/020/93_AR03_오염지표생물_박원규.pdf
648382,9,기술현황보고서,n,19950127,20111114,A 환1185 1993 AR-01,기술현황보고서,직접여과법,,,,,,이태관,,,,,,,한국환경기술개발원,1993,,물환경,,,,23p. ;,,,http://library.kei.re.kr/dmme/img/001/020/93_AR01_직접여과법_이태관.pdf
648383,9,기술현황보고서,n,19950127,20111114,A 환1185 1993 AR-02,기술현황보고서,다이옥신에 관한 검토 및 분석기술,,,,,,한화진,,,,,,,한국환경기술개발원,1993,,대기환경,,,,21p. ;,,,http://library.kei.re.kr/dmme/img/001/020/93_AR02_다이옥신_한화진.pdf
648385,9,기술현황보고서,u,19950127,20170329,A 환1185 1993 AR-04,기술현황보고서,환경개선 부담금제도 개선방안.,,,,,,한국환경기술개발원,,,,,,,한국환경기술개발원,1993,,환경정책,,,,"iii, 41p. ;",,,http://library.kei.re.kr/dmme/img/001/020/93_AR04_환경개선부담금_김광임.pdf
648424,4,기본연구,u,19950127,20170703,A 환1185 1993 RE-01,기본연구,환경기술 연구개발 관리체계 구축방안(I),A plan of managing system on Environmental technology development(1) - Report on the basic demand of environmental technology development in industries[93_RE01],산업별 환경기술개발 기초수요 조사,,,,신명교,"Shin, Myung-Kyo","조계민,이승희,최상기","Cho, Kye-Min, Lee, Seung-Hee, Choi, Sang-Gee",,,,한국환경기술개발원,19931230,,정책일반,한국어,,,"xi, 164p. ;",,,http://library.kei.re.kr/dmme/img/001/009/007/93_RE01_환경기술연구개발_관리체계구축방안_산업별환경기술개발기초수요조사_신명교.pdf
648426,4,기본연구,u,19950127,20170703,A 환1185 1993 RE-02,기본연구,환경기술 연구개발 관리체계 구축방안(II),A Plan of Managing System on Environmental Technology Development(I) - Survey on Environmental Manpower for Technology Development,환경기술개발 전문인력 조사보고서,,,,최상기,"Choi, Sang-Gee","신명교,이승희,이재남","Shin, Myung-Kyo, Lee, Seung-Hee, Lee, Jae-Nam",,,,한국환경기술개발원,19931230,,정책일반,한국어,,,"vii, 206p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[93_RE02]환경기술연구개발관리체계구축방안-환경기술개발전문인력조사(최상기).pdf
648428,4,기본연구,u,19950127,20170703,A 환1185 1993 RE-03,기본연구,환경기술 연구개발 관리체계 구축방안(III),A plan of managing system on Environmental technology development(Ⅲ) Report on the facility status for environmental technonogy,환경기술 설비실태 조사보고서,,,,이승희,"Lee, Seung-Hee","신명교,최상기,김동억",,,,,한국환경기술개발원,19931230,,정책일반,한국어,,,"xii, 192p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[93_RE03]환경기술설비실태(이승희).pdf
648431,4,기본연구,u,19950127,20120113,A 환1185 1993 RE-04,기본연구,한국형 선진환경산업의 육성책 개발을 위한 기초조사(I),Preliminary Studies on Development Strategies for Korean Environmental Industries : Analysis of Domestic and Foreign Environmental Industries,국내 외 환경산업분석,,,,김승태,"Kim, Seung-Tae",이태관,,,,,한국환경기술개발원,19931230,,정책일반,한국어,,,"vii, 151p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[93_RE04]국내외환경산업(김승태).pdf
648432,4,기본연구,u,19950127,20120113,A 환1185 1993 RE-05,기본연구,한국형 선진환경산업의 육성책 개발을 위한 기초조사(II),Preliminary Studies on Development Strategies for Korean Environmental Industries : A Report on the State-of-the-Art Technologies of the Environmental Field,환경 분야별 기술현황 조사,,,,이태관,"Lee, Tae-Kwan",김승태,,,,,한국환경기술개발원,19931230,,정책일반,한국어,,,"iix, 379p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[93_RE05]환경분야별기술조사(이태관).pdf
648435,4,기본연구,u,19950127,20120113,A 환1185 1993 RE-06,기본연구,수질총량규제방식의 활용방안에 관한 연구(I),Research on the Application of a Total Emissions Regulation for Water Pollution : Guidelines for Total Emissions Regulation System in Korea,한국적 총량규제제도의 방향제시,,,,박원규,"Park, Won-Kyou",김승우,,,,,한국환경기술개발원,19931230,,물환경,한국어,,,"iixi, 284p ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[93_RE06]수질총량규제(박원규).pdf
648437,4,기본연구,u,19950127,20120112,A 환1185 1993 RE-07,기본연구,국제환경협약의 국내 대응기반 구축,,환경기술개발을 위한 국가전략 수립체계 연구,,,,곽일천,"Kwak,Il-Chyun","문현주,박인,김성철","Moon,Hyun-Ju, Park,In, Kim,Sung-Chul",,,,한국환경기술개발원,19931230,,정책일반,한국어,,,"ix, 145p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[93_RE07]국내 대응기반 구축(곽일천).pdf
648438,4,기본연구,u,19950127,20170705,A 환1185 1993 RE-08,기본연구,환경적합성 평가기법의 개선과 활용방안 연구,A study on the development of sustainability assessment techniques and their applications,(제1편)환경적합성 평가모형의 이론적 배경,,,,정회성,"Jeong, Hoi-Seong","김경아, 함수예, 남영숙","Kim, Kyoung-Ah, Ham, Soo-Ye, Nam, Young-Sook",,,,한국환경기술개발원,19931230,,정책일반,한국어,,,"iix, 126p. ;",,Sustainable development,http://library.kei.re.kr/dmme/img/001/003/001/[93_RE08]환경적합성평가기법(정회성).pdf
648448,4,기본연구,u,19950127,20170705,A 환1185 1993 RE-08-1,기본연구,환경적합성 평가방법의 개선 및 활용방안연구,A Study on the Analysis of Environmental Policy and his Sustainability Assessment in the Local Government[93_RE09],별책부록 1  지방자치단체 환경정책자료집,,,,정회성,"Jeong, Hoi-Seong","남영숙,이송호",,,,,한국환경기술개발원,19931230,,정책일반,한국어,,,329p. ;,,,http://library.kei.re.kr/dmme/img/001/003/001/[93_RE09]지자제환경적합성평가(남영숙).pdf
648454,4,기본연구,n,19950127,20111114,A 환1185 1993 RE-10,기본연구,지방자치단체의 환경예산분석과 환경적합성 평가에 관한 연구,,,,,,정회성,,이송호,,,,,한국환경기술개발원,1993,,환경정책,,,,"xii, 136p. ;",,,http://library.kei.re.kr/dmme/img/001/009/007/93_RE10_지방자치단체의환경예산분석_정회성.pdf
648458,4,기본연구,u,19950127,20120116,A 환1185 1993 RE-12,기본연구,환경투자재원 조달에 관한 연구,Research on Public Environment Investment Financing,,,,,김광임,"Kim, Kwang-yim",이학재,,,,,한국환경기술개발원,19931230,,정책일반,한국어,,,"xii, 128p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[93_RE12]환경투자재원조달에관한연구(김광임).pdf
648461,4,기본연구,u,19950127,20140114,A 환1185 1993 RE-13,기본연구,종합환경정보망 개발사업,Study on the Development of a Korea Environmental Information Network System,,,,,김영남,"Kim, Young nam","이기옥,정은화,장경희",,,,,한국환경기술개발원,19931230,,정책일반,한국어,,,"xiv, 85p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[93_RE13]종합환경정보망개발사업(김영남).pdf
648477,4,기본연구,u,19950127,20170705,A 환1185 1994 RE-01,기본연구,지방자치시대의 환경정책,Environmental Policy in the Age of Local Autonomy,,,,,정회성,"Jeong, Hoi-Seong",,,,,,한국환경기술개발원,19941230,,정책일반,한국어,,,"VII, 212p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[94_RE01]지방자치시대(정회성).pdf
648478,4,기본연구,u,19950127,20120112,A 환1185 1994 RE-02,기본연구,OECD 가입과 한국의 환경정책 개선방향,Suggestions for Korea's Change in Environmental Policy in reparations for OECD Entrance,,,,,김광임,"Kim,Kwang-yim",,,,,,한국환경기술개발원,19941230,,정책일반,한국어,,,"iv, 403p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[94_RE02]OECD가입과한국의환경정책개선방향(김광임).pdf
648509,6,수시연구,u,19950127,20120116,A 환1185 1994 WO-01,수시연구,음용수관리법(안)의 문제법 및 개선방향,Drinking Water Management Act: Its Problems and Strategies of Improvement,,,,,이태관,"Lee, Tae-kwan",김광임,"Kim, Kwang-yim",,,,한국환경기술개발원,19940101,,물환경,한국어,,,69p. ;,,,http://library.kei.re.kr/dmme/img/001/003/001/[94_정책]WO-01음용수관리(이태관).pdf
648510,4,기본연구,u,19950127,20120112,A 환1185 1994 RE-03,기본연구,음식물쓰레기 감량화 규제에 대한 연구,Study on the Regulation of Food Waste Reduction,,,,,신명교,"Shin, Myung-Kyo",김홍균,"Kim, Hong-Kyun",,,,한국환경기술개발원,19941230,,폐기물관리,한국어,,,"vi, 132p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[94_RE03]음식물쓰레기감량화규제에대한연구(신명교).pdf
648512,4,기본연구,u,19950127,20120113,A 환1185 1994 RE-04,기본연구,런던협약의 개정에 대한 대응반응,National Policy in regards to the Amendments of London Convention '72,,,,,박원규,"Park, Won-Gue",이송호,"Lee, Song-Ho",,,,한국환경기술개발원,19941230,,물환경,한국어,,,"vi, 194p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[94_RE04]런던협약(박원규).pdf
648517,4,기본연구,u,19950127,20120113,A 환1185 1994 RE-05,기본연구,유전자 재조합된 생물(GMOs)이 생태계에 미치는 영향평가방법에 대한 연구,Recommending a governmental role for introduction of GMOs into the ecosystem,,,,,박용하,"Park, Yong-ha",,,,,,한국환경기술개발원,19941230,,자연환경,한국어,,,"v, 130p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[94_RE05]GMO의환경도입(박용하).pdf
648537,6,수시연구,u,19950127,20170411,A 환1185 1994 WO-03,수시연구,Welfare consequences of internalizing environmental costs in an open economy,,,,,,조장옥,Jang-Ok Cho,"김홍균,남준우",Joon-Woo Nahm,,,,한국환경정책·평가연구원,19940101,,정책일반,영어,,,"iii, 78p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[94_정책]WO-03Welfare(김홍균).pdf
648539,4,기본연구,u,19950127,20120117,A 환1185 1994 RE-06,기본연구,하폐수의 통합독성 배출기준 설정에 관한 기초연구,Study on the Establishment of United Toxic Standards for Wastewater,,,,,박원규,"Park, Won-Kyou","원도윤,이승은",,,,,한국환경기술개발원,19941230,,정책일반,한국어,,,"v, 139p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[94_RE06]하폐수배출기준(박원규).pdf
648541,4,기본연구,u,19950127,20120118,A 환1185 1994 RE-07,기본연구,2개국 일반모형에서 본 환경오염과 투자의 후생 및 파급효과 분석,Consequences to Welfare due to Investments in the Abatement of Pollution,,,,,김홍균,"Kim, Hong-Kyun","남준우,조장옥",,,,,한국환경기술개발원,19941230,,정책일반,한국어,,,"iii, 99p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[94_RE07]2개국일반모형(김홍균).pdf
648543,4,기본연구,u,19950127,20120113,A 환1185 1994 RE-08,기본연구,유해 대기오염물질 규제에 관한 국내 대응방안 연구,Research on the Policy Measures for the Regulation of Hazardous Air Pollutants,,,,,한화진,"Han, Wha-Jin",,,,,,한국환경기술개발원,19941230,,대기환경,한국어,,,"vi, 329p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[94_RE08]유해대기오염물질(한화진).pdf
648545,4,기본연구,u,19950127,20120112,A 환1185 1994 RE-09,기본연구,국가 대기오염물질 배출원자료체계 구축에 관한 연구(I),Research on the Establishment of the National Air Pollutants Emission Inventory System (I),,,,,김용준,"Kim, Yong-Joon",,,,,,한국환경기술개발원,19941230,,대기환경,한국어,,,"v, 130p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[94_RE09]국가대기오염물질(김용준).pdf
648547,4,기본연구,u,19950127,20141014,A 환1185 1994 RE-10,기타보고서,ISO 환경관리규격 제정동향 및 대응방안 연구,The Recent Movement of Environmental Standard Establishment Based on ISO and Our Counter-measures,,,,,문현주,"Moon, Hyun-joo",신명교,"Shin, Myung-kyo",,,,한국환경기술개발원,19941230,,지구환경,,,,"vi, 264p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[94_RE10]ISO환경관리규격(문현주).pdf
648549,4,기본연구,u,19950127,20120113,A 환1185 1994 RE-11,기본연구,낙동강수계에서의 총량규제방안에 관한 연구,Study on the Application of a Total Effluent Regulation System for the Nakdong River,지정항목 및 지정지역의 선정을 중심으로,,,,박원규,"Park, Won-Kyou",,,,,,한국환경기술개발원,19941230,,물환경,한국어,,,"ix, 235p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[94_RE11]낙동강수계에서의총량규제방안(박원규).pdf
648551,4,기본연구,u,19950127,20120113,A 환1185 1994 RE-13,기본연구,폐기물 처리의 효율적 운영방안 연구,Study on an Efficient Management Plan for Waste Treatment - Focusing on the Privatization Scheme of Waste Treatment,폐기물 처리의 민영화 방안을 중심으로,,,,문현주,"Moon, Hyun-Joo",,,,,,한국환경기술개발원,19941230,,폐기물관리,한국어,,,"viii, 213p ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[94_RE13]폐기물처리(문현주).pdf
648561,4,기본연구,u,19950127,20120117,A 환1185 1994 RE-15,기본연구,폐기물의 효율적 관리를 위한 경제적 수단도입 방안,Study on Economic Instruments for Waste Management,,,,,김광임,"Kim, Kwang-Yim",,,,,,한국환경기술개발원,19941230,,폐기물관리,한국어,,,"v, 185p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[94_RE15]폐기물관리(김광임).pdf
648563,4,기본연구,u,19950127,20120113,A 환1185 1994 RE-17,기본연구,환경기술개발 중·장기 발전계획,Mid- and Long-term Plans for Environmental Technology Development,,,,,최상기,"Choi, Sang-Gee",,,,,,한국환경기술개발원,19941230,,정책일반,한국어,,,"vi, 265p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[94_RE17]환경기술개발중장기발전계획(최상기).pdf
648565,4,기본연구,u,19950127,20120116,A 환1185 1994 RE-16,기본연구,환경청정기술 개발의 국제적 동향파악 및 종합추진전략 방안에 관한 연구,Understanding the Trends of International Clean Technologies and Developing Strategies for Clean Technologies in Korea,,,,,신명교,"Shin, Myung-Kyo",,,,,,한국환경기술개발원,19941230,,정책일반,한국어,,,"iv, 343p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[94_RE16]환경청정기술(신명교).pdf
648567,6,수시연구,u,19950127,20170704,A 환1185 1994 WO-02,수시연구,대기중 유해물질 관리대책,National Strategies for the Regulation of Hazardous Air Pollutants,,,,,한화진,"Han, Wha-Jin",윤정임,"Yoon, Jeong-Yim",,,,한국환경기술개발원,19940101,,대기환경,한국어,,,63p. ;,,,http://library.kei.re.kr/dmme/img/001/003/001/[94_정책]WO-02대기유해화학(한화진).pdf
648605,4,기본연구,u,19950127,20120113,A 환1185 1994 RE-12,기본연구,종합환경정보망 개발사업(Ⅱ),Study on the Development of a Korea Environmental Information Network System (Ⅱ),,,,,이용주,"Lee, Yong-Ju",정은화,,,,,한국환경기술개발원,19941230,,정책일반,한국어,,,"vi, 168p. ;",,,http://library.kei.re.kr/dmme/img/001/003/001/[94_RE12]종합환경정보망개발사업(II)(이용주).pdf
648614,4,기본연구,u,19950802,20120112,A 환1185 1994 RE-20,기본연구,환경계정체계 구축방안 연구,Pilot Compilation of the System of Integrated Environmental and Economic Accounts for Korea,,,,,김승우,"Kim, Seung-woo","김정인,윤여창",,,,,한국환경기술개발원,19941230,,정책일반,한국어,,,"ix, 403p.",,,http://library.kei.re.kr/dmme/img/001/003/001/[94_RE20]환경계정체계(김승우).pdf
648615,4,기본연구,u,19950802,20170705,A 환1185 1995 RE-01,기본연구,환경기초시설 설치.운영업무의 정부간 분담방향,Sharing Roles and Responsibilities for the Construction and Management of Environmental Facilities among Central and Local Governments,,,,,정회성,"Jeong, Hoi-Seong",이송호,"Lee, Song-ho",,,,한국환경기술개발원,19951230,,정책일반,한국어,,,"iv, 73p.",,,http://library.kei.re.kr/dmme/img/001/003/001/[95_RE01]환경기초시설(정회성).pdf
648698,6,수시연구,u,19951115,20170703,A 환1185 1995 WO-01,수시연구,지방의제 21(Local Agenda 21) 작성지침,Local Agenda 21,,,,,이동근,"Lee, Dong-Keun","정회성, 강철구, 전성우","Jeong, Hoi-Seong, Kang, Cheul-Gu, Jeon, Seong-Woo",,,,한국환경기술개발원,19950101,,정책일반,한국어,,,58p.,,Environmental protection/ Environmental pollution / Sustainable development/ Environmental policy,http://library.kei.re.kr/dmme/img/001/003/001/[95_정책]WO-01지방의제21(정회성).pdf
648700,6,수시연구,u,19951102,20141015,A 환1185 1995 WO-02,수시연구,CO₂Emissions and their abatement measures in the transportation sector of Korea,,,,,,이동근,Lee Dong-Kun,"김승우,전성우,Tsuneyuki Morita,YuzuruMatsuoka,Mikiko Kainuma","Kim Seung-Woo,Jeon Seong-Woo,Tsuneyuki Morita,YuzuruMatsuoka,Mikiko Kainuma",,,,한국환경정책·평가연구원,19950101,,대기환경,영어,,,"iii, 39p.",,Air pollution/ emissions/ Transportation,http://library.kei.re.kr/dmme/img/001/003/001/[95_정책]WO-03CO2Emissions.pdf
648704,6,수시연구,u,19951102,20170703,A 환1185 1995 WO-03,수시연구,운송부문의 이산화탄소배출량 전망과 저감방안에 관한 연구,CO₂Emissions and Their Abatement Measures in the Transportation Sector of Korea,,,,,김승우,"Kim, Seung-Woo","이동근,전성우","Lee, Dong-Keun,  Jeon, Seong-Woo",,,,한국환경기술개발원,19950101,,대기환경,한국어,,,"iii, 37p.",,Air pollution/ Transportation/ Emissions/ Carbon taxes/ Global warming/ Greenhouse effect,http://library.kei.re.kr/dmme/img/001/003/001/[95_정책]WO-02운송부문(김승우).pdf
648722,4,기본연구,u,19960206,20120116,A 환1185 1995 RE-03,기본연구,환경세의 도입 및 개선방안,Guidelines for Introducing Environmental Taxes,,,연구보고서,,곽태원,"Kwak, Tae-Won",김홍균,"Kim, Hong-Kyun",,,,한국환경기술개발원,19951230,,정책일반,한국어,,,"iii, 140p.",,Environmental tax,http://library.kei.re.kr/dmme/img/001/003/001/[95_RE03]환경세도입(곽태원).pdf
648775,4,기본연구,u,19960109,20120113,A 환1185 1995 RE-09,기본연구,특정지역에서의 수질총량규제 시행방안 연구,Study on the Pilot System of Total Effluent Regulation,,,,,김승우,"Kim, Seung-woo",,,,,,한국환경기술개발원,19951230,,물환경,한국어,,,"vi, 164p.",,Water quality management/ Pollution control/ Tradeable permit system,http://library.kei.re.kr/dmme/img/001/003/001/[95_RE09]특정지역수질총량규제시행방안(김승우).pdf
648779,4,기본연구,u,19960109,20120113,A 환1185 1995 RE-10,기본연구,유해 대기오염물질 배출시설의 국내관리기준 설정방안 연구,Research on the Establishment of National Management Criteria for Hazardous Air Pollutant Emission Facilities,,,,,한화진,"Han, Wha-jin",,,,,,한국환경기술개발원,19951230,,대기환경,한국어,,,"v, 217p.",,Air pollution/ Hazardous air pollutants/ Toxic release inventory,http://library.kei.re.kr/dmme/img/001/003/001/[95_RE10]유해대기오염물질배출시설국내관리기준(한화진).pdf
648781,4,기본연구,u,19960109,20120113,A 환1185 1995 RE-11,기본연구,폐기물매립장의 경제적 가치 측정 연구,Estimating the Economic Value of Waste Landfills,,,,,김광임,"Kim, Kwang-Yim",,,,,,한국환경기술개발원,19951230,,폐기물관리,한국어,,,"v, 116p.",,Waste landfill/ Solid waste management/ Waste disposal,http://library.kei.re.kr/dmme/img/001/003/001/[95_RE11]폐기물매립장경제적가(김광임).pdf
648783,4,기본연구,u,19960109,20170113,A 환1185 1995 RE-12,기본연구,북한의 환경문제와 남북환경협력의 추진방안,Study on the Environmental Problems in North Korea and the Potentials for Environmental Cooperation between South and North Korea,,,,,정회성,"Jeong,Hoi-Seong",,,,,,한국환경기술개발원,19951230,,정책일반,한국어,,,"vi, 111p.",,Environmental cooperation,http://library.kei.re.kr/dmme/img/001/003/001/[95_RE12]북한환경문제(정회성).pdf
648791,4,기본연구,u,19960109,20120113,A 환1185 1995 RE-14,기본연구,토양환경보전을 위한 오염방지기준 및 관리대책,Soil pollution prevention standards and reclamation Management practices,,,,,박용하,"Park, Yong-ha",이승희,,,,,한국환경기술개발원,19951230,,자연환경,한국어,,,"ix, 384p.",,Soil pollution/ Contaminated land/ Soil conservation,http://library.kei.re.kr/dmme/img/001/003/001/[95_RE14]토양환경보전(박용하).pdf
648798,4,기본연구,u,19960109,20170703,A 환1185 1995 RE-16,기본연구,국토환경종합계획에 관한 연구,Study on the Master Plan of National Land Environmental Management,,,,,이동근,"Lee, Dong-Keun","김광임, 김승우, 김영준, 박용하, 박원규, 전성우, 최상지, 최지용, 이상익","Kim, Kwang-Yim, Kim, Seung-Woo, Kim, Yong-Joon, Park, Yong-Ha, Park, Won-Gue, Jeon, Seong-Woo, Choi, Sang-Gee, Choi, Ji-Yong, Lee, Sang-Ik",,,,한국환경기술개발원,19951230,,정책일반,한국어,,,"vi, 176p.",,Land use-Korea/ Geographic information system/ Land use planning,http://library.kei.re.kr/dmme/img/001/003/001/[95_RE16]국토환경종합계획에관한연구(이동근).pdf
648802,4,기본연구,u,19960109,20120113,A 환1185 1995 RE-17,기본연구,산성비 원인물질 저감방안에 관한 연구 Ⅰ,Study on the Abatement Strategies of Acid Precipitation (Ⅰ) :Focusing on the Development of a Reduction Technology Selection Model,저감기술선택모형개발을 중심으로,,,,이동근,"Lee, Dong-Keun",,,,,,한국환경기술개발원,19951230,,대기환경,한국어,,,"v, 109p.",,Air pollution control/ Acid rain,http://library.kei.re.kr/dmme/img/001/003/001/[95_RE17]산성비원인물질저감방안(이동근).pdf
648807,4,기본연구,u,19960109,20120113,A 환1185 1995 RE-18,기본연구,상·하수처리의 효율적 운영방안 연구(Ⅰ),Efficient Management of Water Supply and Wastewater Treatment (Ⅰ) : Tariff Systems,상·하수도 요금체계를 중심으로,,,,문현주,"Moon, Hyun-joo",,,,,,한국환경기술개발원,19951230,,물환경,한국어,,,"xvi, 304p.",,Water effluent charges/ Water management,http://library.kei.re.kr/dmme/img/001/003/001/[95_RE18]상하수처리의효율적방안연구(문현주).pdf
648811,4,기본연구,u,19960109,20120116,A 환1185 1995 RE-19,기본연구,환경친화적 기업경영체제 발전방향에 관한 연구,Establishment and Propagation of Environmentally-Friendly Business Management Systems in Industries,,,,,신명교,"Shin, Myung-Kyo",,,,,,한국환경기술개발원,19951230,,정책일반,한국어,,,"v, 243p.",,Environmental management/ Environmental auditing/ Cleaner production,http://library.kei.re.kr/dmme/img/001/003/001/[95_RE19]환경친화적기업경영체제(신명교).pdf
648816,4,기본연구,u,19960109,20170703,A 환1185 1995 RE-20,기본연구,폐기물 처리시설 적정관리를 위한 폐기물 유통체계 개선방안,Optimal Management of Waste Minimization with Wastestream Analysis and Evaluation,,,,,최상기,"Choi, Sang-Gee","조계민,천세진","Cho, Kye-Min, Chun, Se-Ji",,,,한국환경기술개발원,19951230,,폐기물관리,한국어,,,"vi, 223p.",,Waste management/ Waste disposal,http://library.kei.re.kr/dmme/img/001/003/001/[95_RE20]폐기물유통체계개선방안(최상기).pdf
648821,4,기본연구,u,19960109,20170630,A 환1185 1995 RE-21,기본연구,환경보전의 국제화와 정책대응(Ⅱ),International Aspect of Environmental Preservation (Ⅱ),,,,,임종수,"Lim, Jong-soo","민병승, 신명교, 김광임","Min, Byung-seong, Shin, Myung-kyo, Kim, Kwang-yim",,,,한국환경기술개발원,19951230,,정책일반,한국어,,,"ix, 245p.",,Environmental policy/ International trade-Environmental aspects/ Environmental management/ Environmental economics,"http://library.kei.re.kr/dmme/img/001/003/001/[95_RE21]환경보전의국제화와정책대응(II)(임종수,민병승).pdf"
648826,4,기본연구,u,19960109,20120112,A 환1185 1995 RE-04,기본연구,국가 대기오염물질 배출원자료체계 구축에 관한 연구 Ⅱ,Research on the Establishment of the National Air Pollutants Emission Inventory System (Ⅱ),점오염원 배출원자료 조사방법 개발,,,,김용준,"Kim, Yong-Joon",,,,,,한국환경기술개발원,19951230,,대기환경,한국어,,,"vi, 119p.",,Air pollution/ Emission inventory,http://library.kei.re.kr/dmme/img/001/003/001/[95_RE04]국가대기오염물질배출원자료체계(김용준).pdf
648832,4,기본연구,u,19960109,20120113,A 환1185 1995 RE-06,기본연구,쓰레기종량제 도입에 따른 파급효과의 경제성 분석 및 개선 방안,Economic Analysis of the Volume-Based Collection Fee System for Waste,,,,,장기복,"Kim, Kang-Seok",,,,,,한국환경기술개발원,19951230,,폐기물관리,한국어,,,"vi, 113p.i",,Waste management/ Waste disposal/ Pay-as-you,http://library.kei.re.kr/dmme/img/001/003/001/[95_RE06]쓰레기종량제보고서(장기복).pdf
648836,4,기본연구,u,19960109,20120113,A 환1185 1995 RE-07,기본연구,유해물질 환경위해성평가의 국내 도입에 관한 연구,Research on the Use of Risk Assessment in Korea,,,,,김강석,"Kim, Kang-Seok",,,,,,한국환경기술개발원,19951230,,위해성관리,한국어,,,"iv, 122p.",,Toxic air pollution/ Risk assessment/ Hazardous materials,http://library.kei.re.kr/dmme/img/001/003/001/[95_RE07]유해물질환경위해성평가(김강석).pdf
