C_ID,CLASS_ID,CLASS_NAME,RECORD_STATE,CREATE_DATE,MODIFY_DATE,DC_IDENTIFIER,DC_TYPE,KEI_TITLEKOREA,KEI_TITLEENGLISH,KEI_ALTERNATIVETITLEKOREA,KEI_ALTERNATIVETITLEENGLISH,KEI_SERIESMAINTITLE,KEI_SERIESNUMBER,KEI_AUTHORKOREA,KEI_AUTHORENGLISH,KEI_COAUTHORKOREA,KEI_COAUTHORENGLISH,KEI_COPERATEMANAGERKOREA,KEI_COPERATEMANAGERENGLISH,KEI_COPERATEAGENT,KEI_PUBLISHER,KEI_PUBYEAR,KEI_AGENTNAME,KEI_RESEARCHAREA,DC_LANGUAGE,KEI_OPENMETA,KEI_OPENIMAGE,KEI_TOTALPAGECOUNT,KEI_KEYWORDKOREA,KEI_KEYWORDENGLISH,SERVICE_URI
688240,4,기본연구,u,20110512,20140114,A 환1185 연2010-15,기본연구,세대간 생체전이성 화학물질의 현황 및 관리방향,Management of man-made chemicals in cord blood,,,연구보고서,2010-15,박정규,"Park, Jeong Gue",,,,,,한국환경정책·평가연구원,20101231,,환경보건,한국어,,,211 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/기본2010-15박정규.pdf
688241,4,기본연구,u,20110512,20140114,A 환1185 연2010-16,기본연구,수변지역 도시재생에 있어 저영향개발기법(LID)의 적용방안 및 효과,Application and effects of low impact development in urban regeneration of waterfront areas,,,연구보고서,2010-16,최희선,"Choi, Hee-Sun",,,,,,한국환경정책·평가연구원,20101231,,국토환경관리,한국어,,,160 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/기본2010-16최희선.pdf
688242,4,기본연구,u,20110512,20170703,A 환1185 연2010-17,기본연구,대기 중 이산화탄소 분포에 대한 이해,Sourcessinks analysis with satellite sensing for exploring global atmospheric CO2 distributions,위성관측과 GEOS-Chem 결과를 중심으로,,연구보고서,2010-17,심창섭,"Shim, Chang-Sub",,,,,,한국환경정책·평가연구원,20101231,,기후변화대응,한국어,,,90 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/기본2010-17심창섭.pdf
688243,4,기본연구,u,20110512,20140114,A 환1185 연2010-18,기본연구,온실가스 배출권 초기할당방식에 관한 연구,Initial allocation mechanism in GHG emission trading systems,,,연구보고서,2010-18,김용건,"Kim, Yong-Gun",,,,,,한국환경정책·평가연구원,20101231,,기후변화대응,한국어,,,99 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/기본2010-18김용건.pdf
688244,4,기본연구,u,20110512,20170703,A 환1185 연2010-19,기본연구,저소득계층의 기후변화 적응역량 강화를 위한 정책방안 연구 I,Policies to enhance the capacity of climate change adaptation on the low-income people I,,,연구보고서,2010-19,추장민,"Chu, Jang-Min",,,,,,한국환경정책·평가연구원,20101231,,기후변화대응,한국어,,,167 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/기본2010-19추장민[1].pdf
688245,4,기본연구,u,20110512,20140114,A 환1185 연2010-20,기본연구,지구온난화에 따른 지역규모 대기질 영향평가 II,The impact of climate change on regional scale air quality II,,,연구보고서,2010-20,문난경,"Moon, NanKyoung",,,,,,한국환경정책·평가연구원,20101231,,기후변화대응,한국어,,,88 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/기본2010-20문난경.pdf
688246,4,기본연구,u,20110512,20140114,A 환1185 연2010-21,기본연구,환경가치를 고려한 통합정책평가 연구 II,Integration of environmental values in policy assessment II,,,연구보고서,2010-21,안소은,"Ahn, SoEun",,,,,,한국환경정책·평가연구원,20101231,,환경경제,한국어,,,166 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/기본2010-21안소은.pdf
688247,4,기본연구,u,20110512,20170704,A 환1185 연2010-22,기본연구,환경책임과 환경피해보험제도의 제도화 방안에 관한 연구,A study on environmental liability and the institutionalization of the environmental impairment liability insurance system,,,연구보고서,2010-22,한상운,"Han, Sang-Un",,,,,,한국환경정책·평가연구원,20101231,,정책일반,한국어,,,136 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/기본2010-22한상운.pdf
688248,4,기본연구,u,20110512,20170704,A 환1185 연2010-24,기본연구,개발사업의 종합환경영향평가지수 산정에 관한 연구,Indexation of korea environmental impact score for developing project assessment,,,연구보고서,2010-24,유헌석,"Yoo, Heon-Seok",,,,,,한국환경정책·평가연구원,20101230,,환경평가,한국어,,,121 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/기본2010-24유헌석.pdf
688249,4,기본연구,u,20110512,20140114,A 환1185 연2010-23-1,기본연구,해양유류유출사고의 중장기적 영향분석 및 제도개선 방안 II-1,Policy measures in response to marine oil spills based on long-term impact II,,,연구보고서,2010-23-1,신용승,"Shin, Yong Seung",,,,,,한국환경정책·평가연구원,20101231,,국토환경관리,한국어,,,209 p.,,,http://library.kei.re.kr/dmme/img/001/009/003/기본2010-23-1신용승_보안.pdf
688250,4,기본연구,u,20110512,20140114,A 환1185 연2010-23-2,기본연구,해양유류유출사고의 중장기적 영향분석 및 제도개선 방안 II-2,Policy measures in response to marine oil spills based on long-term impact II,,,연구보고서,2010-23-2,신용승,"Shin, Yong Seung",,,,,,한국환경정책·평가연구원,20101231,,국토환경관리,한국어,,,213-454 p.,,,http://library.kei.re.kr/dmme/img/001/009/003/기본2010-23-2신용승_보안.pdf
688267,5,녹색성장연구,u,20110512,20140114,A 환1185 녹색2010-01,녹색성장연구,녹색성장 촉진을 위한 환경규제 선진화 방안,Reforming environmental regulation  policy options to promote green technologies,,,녹색성장연구보고서,10-Jan,김종호,"Kim, Jong Ho",,,,,,한국환경정책·평가연구원,20101231,,환경경제,한국어,,,157 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/녹색2010-01_김종호.pdf
688268,5,녹색성장연구,u,20110512,20140114,A 환1185 녹색2010-02,녹색성장연구,녹색성장 평가를 위한 지표체계 개발 및 활용방안 연구,Developing an indicator framework for national green growth strategy  measurement and international comparison of green growth,,,녹색성장연구보고서,10-Feb,김종호,"Kim, Jong Ho",,,,,,한국환경정책·평가연구원,20101231,,환경경제,한국어,,,147 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/녹색2010-02_김종호[1].pdf
688269,5,녹색성장연구,u,20110512,20120116,A 환1185 녹색2010-03,녹색성장연구,환경정보체계에 기반한 공간환경 계획 수립 가이드라인 마련 II,Spatial environmental planning guideline based on environmental information system II,,,녹색성장연구보고서,10-Mar,최희선,"Choi, Hee-Sun",,,,,,한국환경정책·평가연구원,20101231,,국토환경관리,한국어,,,356 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/녹색2010-03_(최희선)[1].pdf
688270,5,녹색성장연구,u,20110512,20120116,A 환1185 녹색2010-04,녹색성장연구,연접개발에 대한 사전환경성검토 개선방안,Improvement of the prior environmental review system for combined developments,,,녹색성장연구보고서,10-Apr,선효성,"Sun, Hyo-Sung",,,,,,한국환경정책·평가연구원,20101231,,환경평가,한국어,,,176 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/녹색2010-04_(선효성)[1].pdf
688271,5,녹색성장연구,u,20110512,20120116,A 환1185 녹색2010-05,녹색성장연구,환경가치 DB 구축 및 원단위 추정 II,Construction of an environmental valuation database and analysis of valuation studies of korea II,,,녹색성장연구보고서,10-May,안소은,"Ahn, So-Eun",,,,,,한국환경정책·평가연구원,20101231,,환경경제,한국어,,,122 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/녹색2010-05_(안소은)[1].pdf
688272,5,녹색성장연구,u,20110512,20170703,A 환1185 녹색2010-06,녹색성장연구,국토자연자원의 현명한 이용전략 수립 II,Development of wise use and smart conservation strategies for natural resources in korea II,,,녹색성장연구보고서,10-Jun,박창석,"Park, Chang-Sug",,,,,,한국환경정책·평가연구원,20101231,,국토환경관리,한국어,,,142 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/녹색2010-06_(박창석)[1].pdf
688273,5,녹색성장연구,u,20110512,20120116,A 환1185 녹색2010-07,녹색성장연구,환경문제를 둘러싼 지역갈등 해소 및 거버넌스 강화 방안,Resolving regional environmental conflicts and enhancing environmental governance,,,녹색성장연구보고서,10-Jul,이정석,Lee Jeong Seok,,,,,,한국환경정책·평가연구원,20101231,,정책일반,한국어,,,154 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/녹색2010-07_(이정석)[1].pdf
688274,5,녹색성장연구,u,20110512,20120117,A 환1185 녹색2010-08,녹색성장연구,온실가스 감축의무 협상동향 및 대응방향 연구 II,Climate change negotiations for the post-kyoto regime- key issues and implications II,,,녹색성장연구보고서,10-Aug,박시원,"Park, Si-Won",,,,,,한국환경정책·평가연구원,20101231,,환경경제,한국어,,,205 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/녹색2010-08_(박시원)[1].pdf
688275,5,녹색성장연구,u,20110512,20120116,A 환1185 녹색2010-09,녹색성장연구,국제 탄소시장 동향 및 전망,World carbon market outlook and forecast,,,녹색성장연구보고서,10-Sep,이윤,"Lee, Yoon",,,,,,한국환경정책·평가연구원,20101231,,환경경제,한국어,,,118 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/녹색2010-09 (이윤).pdf
688276,5,녹색성장연구,u,20110512,20170414,A 환1185 녹색2010-10,녹색성장연구,국내 에너지시장구조를 고려한 온실가스 배출권거래제 설계방안,An assessment of the feasibility of the emission trading system for the electric power sector in korea,발전부문 참여방안을 중심으로,,녹색성장연구보고서,10-Oct,신상철,"Shin, Sang-cheol",,,,,,한국환경정책·평가연구원,20101231,,환경경제,한국어,,,142 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/녹색2010-10 (신상철).pdf
688277,5,녹색성장연구,u,20110512,20170414,A 환1185 녹색2010-11,녹색성장연구,기후변화 대응을 위한 탄소세 도입방안,An assessment of the feasibility of the carbon tax in korea,,,녹색성장연구보고서,10-Nov,신상철,"Shin, Sang-cheol",,,,,,한국환경정책·평가연구원,20101231,,환경경제,한국어,,,170 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/녹색2010-11_(신상철).pdf
688278,5,녹색성장연구,u,20110512,20170414,A 환1185 녹색2010-12,녹색성장연구,재생에너지의 환경성 평가 및 활성화 방안,Environmental assessment and activation plan of renewable energy - waste resources,폐자원을 중심으로,,녹색성장연구보고서,10-Dec,이희선,"Lee, Hi-Sun",,,,,,한국환경정책·평가연구원,20101231,,자원순환,한국어,,,248 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/녹색2010-12_(이희선)[1].pdf
688279,5,녹색성장연구,u,20110512,20170414,A 환1185 녹색2010-13,녹색성장연구,기후변화 적응 강화를 위한 사회기반시설의 취약성 분석 및 대응방안 연구 II,Assessing vulnerability to climate change of the physical infrastructure and developing adaptation measures in korea II,,,녹색성장연구보고서,2010-13,명수정,"Myeong, Soo-Jeong",,,,,,한국환경정책·평가연구원,20101231,,기후변화대응,한국어,,,181 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/녹색2010-13[1].pdf
688280,5,녹색성장연구,u,20110516,20120116,A 환1185 녹색2010-14,녹색성장연구,물관리 취약성과 물안보 전략 II,The assessment of the vulnerabilities in water management systems and formulation water security strategy II,,,녹색성장연구보고서,2010-14,김익재,"Kim, Ik-Jae",,,,,,한국환경정책·평가연구원,20101231,,물환경,한국어,,,200 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/녹색2010-14_(김익재)[1].pdf
688281,5,녹색성장연구,u,20110516,20120116,A 환1185 녹색2010-15,녹색성장연구,해수면 상승에 따른 취약성 분석 및 효과적인 대응 정책 수립 II,Vulnerability assessment of the korean coast due to sea-level rise and appropriate response strategies II  evaluation of coastal inundation and its responses,연안역 범람 평가 및 대응 방향,,녹색성장연구보고서,2010-15,조광우,"Cho, Kwang-Woo",,,,,,한국환경정책·평가연구원,20101231,,기후변화대응,한국어,,,166 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/녹색2010-15_(조광우)[1].pdf
688282,5,녹색성장연구,u,20110516,20120116,A 환1185 녹색2010-16,녹색성장연구,기후변화 대응을 위한 적정 하천공간 확보방안 II,Sustainable spatial river planning for climate change II,,,녹색성장연구보고서,2010-16,강형식,Kang Hyeong Sik,,,,,,한국환경정책·평가연구원,20101231,,물환경,한국어,,,169 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/녹색2010-16_(강형식)[1].pdf
688283,5,녹색성장연구,u,20110516,20120116,A 환1185 녹색2010-17,녹색성장연구,기후변화 대응을 위한 수자원 네트워크 구축방안 I,Water resources system network building for climate change I,,,녹색성장연구보고서,2010-17,이진희,"Lee, Jin Hee",,,,,,한국환경정책·평가연구원,20101231,,물환경,한국어,,,248 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/녹색2010-17_이진희[1].pdf
688284,5,녹색성장연구,u,20110516,20120116,A 환1185 녹색2010-18,녹색성장연구,기후변화 연동 4대강 유역 지하수 함양량 예측 및 이용 가능량 산정 II,Coupled model development between groundwater recharge quantity and climate change in river watershed II,,,녹색성장연구보고서,2010-18,이정호,"Lee, Jung-Ho",,,,,,한국환경정책·평가연구원,20101231,,물환경,한국어,,,149 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/녹색2010-18_(이정호)[1].pdf
688285,5,녹색성장연구,u,20110516,20120116,A 환1185 녹색2010-19,녹색성장연구,기후변화 대응을 위한 수질 제어 및 관리방안 I,Water quality management strategy in the context of climate change I,,,녹색성장연구보고서,2010-19,안종호,"Ahn, Jong-Ho",,,,,,한국환경정책·평가연구원,20101231,,물환경,한국어,,,299 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/녹색2010-19_(안종호)[1].pdf
688512,7,기초연구,u,20110620,20140114,A 환1185 WP2010-16,기초연구,CCS 관련 해외 환경관리 제도 및 연구 동향 분석,CCS related foreign environmental management system and research trend analysis,,,Working Paper,2010-16,신경희,"Shin, Kyung-Hee",,,,,,한국환경정책·평가연구원,20101230,,자원순환,한국어,,,80 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/WP2010-16신경희(0)[1].pdf
688516,7,기초연구,u,20110620,20140114,A 환1185 WP2010-01,기초연구,주요 교역국의 화학물질 규제동향 분석,The trend analysis of management policies of chemicals among major trading countries,,,Working Paper,10-Jan,박정규,"Park, Jeong Gue",김용성,,,,,한국환경정책·평가연구원,20101110,,환경보건,한국어,,,50 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/WP2010-01박정규.pdf
688517,7,기초연구,u,20110620,20140114,A 환1185 WP2010-02,기초연구,국내 자원순환지표 변화 추이,trends of resource circulation indicator in korea,,,Working Paper,10-Feb,김광임,"Kim, Kwang-Yim","김종호,이길제",,,,,한국환경정책·평가연구원,20101110,,자원순환,한국어,,,33 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/WP2010-02김광임.pdf
688518,7,기초연구,u,20110620,20170705,A 환1185 WP2010-03,기초연구,나노물질의 안전한 사용을 위한 환경ㆍ사회안전망 구축방안 연구,Approaches to the safety of manufactured nanomaterials,,,Working Paper,10-Mar,홍용석,"Hong, Yong-Suk",,,,,,한국환경정책·평가연구원,20101110,,환경보건,한국어,,,23 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/WP2010-03홍용석(0)[1].pdf
688519,7,기초연구,u,20110620,20140114,A 환1185 WP2010-04,기초연구,수문ㆍ식생 모사를 위한 지표모델의 동아시아 적용 타당성 분석,Preliminary evaluation of the land surface model coupled to the dynamic vegetation model over east asia,,,Working Paper,10-Apr,김연주,"Kim, YeonJoo",,,,,,한국환경정책·평가연구원,20101130,,지구환경,한국어,,,24 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/WP2010-04김연주(0)[1].pdf
688520,7,기초연구,u,20110620,20140114,A 환1185 WP2010-05,기초연구,어류의 물리적 서식적합도지수 산정방안 고찰,Development of physical fish habitat suitability index,,,Working Paper,10-May,강형식,"Kang, Hyeongsik",,,,,,한국환경정책·평가연구원,20101110,,물환경,한국어,,,49 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/WP2010-05강형식(0)[1].pdf
688521,7,기초연구,u,20110620,20140114,A 환1185 WP2010-06,기초연구,북한 탄소시장 잠재령 추정 연구,On north korean carbon market  energy sector,에너지 부문을 중심으로,,Working Paper,10-Jun,강광규,"Kang, Kwang Kyu",이우평,,,,,한국환경정책·평가연구원,20101130,,국제협력,한국어,,,37 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/WP2010-06강광규.pdf
688522,7,기초연구,u,20110620,20140114,A 환1185 WP2010-07,기초연구,야간조명으로 인한 생태계 영향 평가방안에 관한 연구,Ecological impact assessment of light pollution,해외 사례를 중심으로,,Working Paper,10-Jul,이상범,"Lee, Sangbum",,,,,,한국환경정책·평가연구원,20101215,,환경평가,한국어,,,37 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/WP2010-07이상범(0)[1].pdf
688523,7,기초연구,u,20110620,20170704,A 환1185 WP2010-08,기초연구,고령화 사회의 생활패턴 변화 및 환경 이슈 조사 연구,A literature survey on environmental issues and life pattern changes of an ageing society,,,Working Paper,2010-0,공성용,"Gong, Seong-Yong",,,,,,한국환경정책·평가연구원,20101215,,정책일반,한국어,,,27 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/WP2010-08공성용(0)[1].pdf
688524,7,기초연구,u,20110620,20170704,A 환1185 WP2010-09,기초연구,고온으로 인한 사망 누적효과 분석방법론 연구,Methodology study for the cumulative effect of high temperature on mortality,,,Working Paper,10-Sep,하종식,"Ha, Jong-Sik","신용승,배현주",,,,,한국환경정책·평가연구원,20101215,,환경보건,한국어,,,35 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/WP2010-09하종식(0)[1].pdf
688525,7,기초연구,u,20110620,20140114,A 환1185 WP2010-10,기초연구,CMAQ을 적용한 환경영향평가서 작성에 대한 메뉴얼,A guidebook for writing of EIA report using CMAQ model,,,Working Paper,10-Oct,문난경,"Moon, NanKyoung",,,,,,한국환경정책·평가연구원,20101215,,환경평가,한국어,,,21 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/WP2010-10문난경(0)[1].pdf
688526,7,기초연구,u,20110620,20140114,A 환1185 WP2010-11,기초연구,해안개발사업 환경영향평가 영향예측 결과에 근거한 해양동ㆍ식물상 조사정점 선정방안,Determination measures according to survey station of marine organisms based by impact prediction of environment assessment in coastal development projects,,,Working Paper,10-Nov,맹준호,"Maeng, Jun Ho",송영일,,,,,한국환경정책·평가연구원,20101230,,환경평가,한국어,,,97 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/WP2010-11조범준(0)[1].pdf
688527,7,기초연구,u,20110620,20170703,A 환1185 WP2010-12,기초연구,산업단지 사업에서의 수질오염 영향범위 설정방안,Guidelines for establishment of the following water quality impact scope when developing industrial complexes,,,Working Paper,10-Dec,조한나,"Cho, Han-Na",송영일,,,,,한국환경정책·평가연구원,20101230,,환경평가,한국어,,,90 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/WP2010-12조한나(0)[1].pdf
688528,7,기초연구,u,20110620,20170704,A 환1185 WP2010-13,기초연구,개발사업 생태계훼손사고 대응 매뉴얼 구축,Establishment of the emergency response manual for unexpected damage to wildlife and their habitats under the development project,,,Working Paper,2010-13,박하늘,"Park, Ha-Neul",전동준,,,,,한국환경정책·평가연구원,20101230,,환경평가,한국어,,,90 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/WP2010-13박하늘.pdf
688529,7,기초연구,u,20110620,20140114,A 환1185 WP2010-14,기초연구,지형특성을 고려한 지형변화의 적정량 평가방안,Proposals for assessment of the degree of topographic change in consideration of regional characteristics,,,Working Paper,2010-14,사공희,"Sagong, Hee",정재현,,,,,한국환경정책·평가연구원,20101230,,환경평가,한국어,,,43 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/WP2010-14사공희(0).pdf
688530,7,기초연구,u,20110620,20140114,A 환1185 WP2010-15,기초연구,소음지도를 활용한 소음평가 개선방안 연구,A study on improvement plan of noise assessment with noise map  residential land development project,택지개발사업을 중심으로,,Working Paper,2010-15,선효성,"Sun, Hyosung",,,,,,한국환경정책·평가연구원,20101230,,환경평가,한국어,,,24 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/WP2010-15선효성(0)[1].pdf
688647,6,수시연구,u,20110701,20140114,A 환1185 정2010-01,수시연구,기후변화에 대한 생물종의 민감성 평가방안 연구,A study of methodologies assessing species susceptibility to climate change504,,,정책보고서,10-Jan,이현우,"Lee, Hyun-Woo",,,,,,한국환경정책·평가연구원,20100810,,기후변화대응,한국어,,,119 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/[최종]정책2010-01.pdf
688648,6,수시연구,u,20110701,20170703,A 환1185 정2010-02,수시연구,셀렝게유역 통합물환경관리모델 개발 연구 III,Integrated water management model on the selenge river basin,,Development and evaluation of the IWMM on the SRB(phase 3),정책보고서,10-Feb,추장민,"Chu, Jang-Min",,,,,,한국환경정책·평가연구원,20100730,,물환경,한국어,,,304 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/정책2010-02(추장민)[1].pdf
688649,6,수시연구,u,20110701,20140114,A 환1185 정2010-03,수시연구,녹색생활 지표 개발 및 활용방안,Developing and applying green life lndicator,,,정책보고서,10-Mar,명수정,"Myeong, Soojeong",강민수,,,,,한국환경정책·평가연구원,20100830,,기후변화대응,한국어,,,96 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/정책2010-03(명수정).pdf
688650,6,수시연구,u,20110701,20140114,A 환1185 정2010-04,수시연구,지하수자원의 합리적 이용ㆍ관리를 위한 비용분담체계 및 지하수재정 운영방안 연구,Cost-sharing and financing for the rational utilization and management of groundwater resources,,,정책보고서,10-Apr,문현주,"Moon, Hyun Joo",,,,,,한국환경정책·평가연구원,20101030,,물환경,한국어,,,108 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/정책2010-04(문현주).pdf
688651,6,수시연구,u,20110701,20140114,A 환1185 정2010-05,수시연구,낙동강 조류발생 특성분석 및 관리정책 방안,Analysis and management of algal bloom in the nakdong river,,,정책보고서,10-May,정유진,"Jung, Yujin",,,,,,한국환경정책·평가연구원,20101030,,국토환경관리,한국어,,,80 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/정책2010-05_정유진[1].pdf
688679,6,수시연구,u,20110706,20140114,A 환1185 정2010-17,수시연구,대기질개선 특별대책 추진 경험 및 성과 평가,Experience on Special Measures For Air Quality Improvement in the Seoul Metropolitan Area,,,정책보고서,2010-17,강광규,"Kang, Kwang Kyu",,,,,,한국환경정책·평가연구원,20101230,,대기환경,한국어,,,86 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/정책2010-17인쇄용(강광규).pdf
688680,6,수시연구,u,20110706,20140114,A 환1185 정2010-16,수시연구,물자원 이용과 관리를 위한 비용분담체계와 가격정책 연구,Cost-Sharing and Pricing Policies for Water Resource Utilization and Management,,,정책보고서,2010-16,문현주,"Moon, Hyun Joo",,,,,,한국환경정책·평가연구원,20101130,,물환경,한국어,,,196 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/정책2010-16인쇄용(문현주).pdf
688681,6,수시연구,u,20110706,20140114,A 환1185 정2010-15,수시연구,도시농업의 온실가스 저감효과 및 정책방안,The Effects of Urban Agriculture on Greenhouse Gases Reduction and Its Policy Proposals,,,정책보고서,2010-15,이현우,"Lee, Hyun-Woo",,,,,,한국환경정책·평가연구원,20101130,,기후변화대응,한국어,,,51 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/정책2010-15(이현우).pdf
688682,6,수시연구,u,20110706,20140114,A 환1185 정2010-14,수시연구,기후변화 취약성 지수분석을 통한 국가적응역량 제고방안 모색,"Reviewing the National-level Indices to Climate Change Impact, Adaptation and Vulnerability with Focusing on South Korea''s Current State",,,정책보고서,2010-14,김연주,"Kim, YeonJoo",,,,,,한국환경정책·평가연구원,20101130,,기후변화대응,한국어,,,67 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/정책2010-14(김연주).pdf
688683,6,수시연구,u,20110706,20170703,A 환1185 정2010-13,수시연구,상수원지역의 친환경 토지관리방안,Eco-Friendly Land Management Measures in Water Source Areas,,,정책보고서,2010-13,최지용,"Choi, Ji-Yong",,,,,,한국환경정책·평가연구원,20101130,,물환경,한국어,,,96 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/정책2010-13(최지용).pdf
688684,6,수시연구,u,20110706,20170704,A 환1185 정2010-12,수시연구,외국의 배출권거래제 시행에 따른 법적 쟁점 분석,Analysis of Legal Issues Involved in Emissions Trading Schemes of Selected Foreign Contries,,,정책보고서,10-Dec,한상운,"Han, Sang-Un",,,,,,한국환경정책·평가연구원,20101130,,국제협력,한국어,,,107 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/정책2010-12(한상운).pdf
688685,6,수시연구,u,20110706,20170705,A 환1185 정2010-11,수시연구,국가 온실가스 배출정보 작성 및 관리체계 개선방안,Improving National Greenhouse Gas Inventories and Management System,,,정책보고서,10-Nov,김호석,"Kim, Ho-Seok",,,,,,한국환경정책·평가연구원,20101030,,환경경제,한국어,,,133 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/정책2010-11(김호석).pdf
688687,6,수시연구,u,20110706,20140114,A 환1185 정2010-10,수시연구,하천·호소 퇴적물 관리 및 준설 물질 활용 방안,Freshwater Sediment Management and Beneficial Use of Dredged Material,,,정책보고서,10-Oct,김익재,"Kim, Ik-Jae",,,,,,한국환경정책·평가연구원,20101030,,물환경,한국어,,,103 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/정책2010-10(김익재).pdf
688688,6,수시연구,u,20110706,20170703,A 환1185 정2010-09,수시연구,기후변화와 사회통합에 관한 정책과제개발 연구,A Preliminary Study of Policy Issue on Climate Chang and Social Cohesion,,,정책보고서,10-Sep,추장민,"Chu, Jang-Min",,,,,,한국환경정책·평가연구원,20101030,,기후변화대응,한국어,,,74 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/정책2010-09_추장민[1].pdf
688689,6,수시연구,u,20110706,20140114,A 환1185 정2010-08,수시연구,환경성 평가에 있어서 서식지 조사 및 보전방안,A Framework for Incorporating Wildlife Habitat Survey and Conservation Measures in Environmental Assessment,,,정책보고서,10-Aug,노백호,"Roh, Paikho",,,,,,한국환경정책·평가연구원,20101030,,환경평가,한국어,,,124 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/정책2010-08(노백호).pdf
688690,6,수시연구,u,20110706,20170704,A 환1185 정2010-07,수시연구,수용성 향상을 위한 조력발전의 환경친화적 건설방안,The Environment-Friendly Construction Plan of Tidal Power Plant for Improving Public Acceptability,,,정책보고서,10-Jul,이희선,"Lee, Hi-Sun",,,,,,한국환경정책·평가연구원,20101030,,환경평가,한국어,,,128 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/정책2010-07(이희선).pdf
688691,6,수시연구,u,20110706,20160317,A 환1185 정2010-06,수시연구,지자체 기후변화 적응능력 평가를 위한 지표체계 개발 및 시범적용,Climate Change Adaptation CApacity Indicators -A Pilot Study for the Application of the Indicators at the Local Level,,,정책보고서,10-Jun,이정호,"Lee, Jeong ho",,,,,,한국환경정책·평가연구원,20101030,,기후변화대응,한국어,,,100 p.,,,http://library.kei.re.kr/dmme/img/001/003/001/정책2010-06(이정호).pdf
688737,16,정책자료집,u,20110708,20170420,A 환1185 포럼2010-01,정책자료집,녹색성장포럼,,,,정책자료집,10-Jan,신상철,,한상운,,,,,한국환경정책·평가연구원,20101231,,환경정책,,,,828 p.,,Environment policy- Research- Korea,http://library.kei.re.kr/dmme/img/001/003/001/녹색환경포럼.pdf
688738,16,정책자료집,u,20110708,20120116,A 환1185 포럼2010-02,정책자료집,토양·지하수 환경포럼,,,,정책자료집,10-Feb,이정호,,"박용하,안재은",,,,,한국환경정책·평가연구원,20101231,,물환경,,,,144 p.,,Environment policy- Research- Korea,http://library.kei.re.kr/dmme/img/001/003/001/2010토양지하수포럼.pdf
